epoch,train_loss,val_loss,val_pixel_acc,val_miou,val_dice,learning_rate,epoch_time_sec
1,1.8774516304425775,1.6914658625920613,0.6192600391529225,0.19852962535706373,0.2855759878998313,0.0001,43.39264464378357
2,1.5676457402887851,1.3338194555706449,0.7086671899866175,0.2389646850533899,0.31965031025909607,0.0001,42.31328368186951
3,1.4278831038684272,1.3429447809855144,0.7014606334544994,0.23417083923270465,0.3137162069607796,0.0001,42.902925968170166
4,1.316917033724091,1.2572491407394408,0.7073882208930121,0.2475631684645793,0.3294136615795156,0.0001,42.21785068511963
5,1.2614132548589905,1.1548254428086457,0.7334957829228154,0.25548597522024236,0.3342780504255477,0.0001,41.87586307525635
6,1.185261801263752,1.1012075274078934,0.733235592312283,0.25552951139293756,0.33356133273746524,0.0001,42.25538349151611
7,1.14322224720521,1.0403941949208577,0.7431273001211661,0.2576936998227408,0.3346979212219215,0.0001,42.34455108642578
8,1.111798680131485,0.9996441258324518,0.7523207487883391,0.2632071852258455,0.33950906082363197,0.0001,42.734790086746216
9,1.0364649323337898,1.059173083305359,0.7076505025227865,0.24610778091841384,0.32602779481092947,0.0001,42.40064311027527
10,0.9877961507845696,0.9309449937608507,0.7578731960720486,0.2684328219629798,0.34420355106880807,0.0001,42.59405732154846
