epoch,train_loss,val_loss,val_pixel_acc,val_miou,val_dice,learning_rate,epoch_time_sec
1,1.904654480293221,1.6335406577145613,0.6333998503508391,0.2058936957294472,0.28998267307582337,0.0001,60.03152656555176
2,1.611714830574758,1.439697602060106,0.6842657018590856,0.22752670045076145,0.309765814889039,0.0001,58.986040115356445
3,1.4730434431490116,1.3644498666127522,0.6955986588089554,0.22757957530233625,0.30727313812694906,0.0001,59.71176481246948
4,1.3710141556367588,1.2512886118005824,0.7201717800564236,0.24854719642354714,0.32876897972385655,0.0001,60.1612286567688
5,1.3027646508558242,1.212992916283784,0.707734454119647,0.24172865191885268,0.3211663411467771,0.0001,59.55418276786804
6,1.2376663632536045,1.1259931643803915,0.7271120707194011,0.2523462447996101,0.3302355683627086,0.0001,59.52674889564514
7,1.156651779355408,1.0475061725687098,0.7343907956723814,0.2565773837631684,0.3342767573996034,0.0001,58.565459966659546
8,1.1184922275036642,1.018136820969758,0.7493064315230759,0.26032500864116537,0.3366552777791134,0.0001,59.893452167510986
9,1.0619125459816385,1.0634854466826826,0.6968536659523293,0.24000668542827416,0.3203406725667559,0.0001,60.405394315719604
10,1.0141709434518087,0.8920632044474284,0.7696136192039207,0.27283935292489414,0.3475515743375515,0.0001,59.97917103767395
