epoch,train_loss,val_loss,val_pixel_acc,val_miou,val_dice,learning_rate,epoch_time_sec
1,1.2329665521551225,1.1266480490013404,0.5968062789351852,0.1684718048809521,0.24266498545174991,0.01,38.98507499694824
2,1.0277243109277985,1.0764220714569093,0.5991530806929977,0.15327700860254065,0.22066820561827766,0.01,38.16239929199219
3,0.9573394294148505,1.143498166402181,0.5145270453559028,0.15572529294255114,0.23509703486271372,0.01,38.313857316970825
4,0.9534358759399925,0.9903880640312478,0.6025197347005208,0.19131648890577913,0.27203416195657326,0.01,38.157777547836304
5,0.901139473529666,0.9992751721982602,0.6096879747178819,0.2044109674791414,0.287062082975629,0.01,38.71491479873657
6,0.9155185239144341,0.9074619593443694,0.6744107846860532,0.21212865507696757,0.2907530906139607,0.01,38.65519833564758
7,0.8753439262337277,1.0322012994024488,0.6069663718894676,0.18255436075347536,0.2611463711610422,0.01,38.429176330566406
8,0.8916850464448642,0.9768721094837896,0.6342732747395833,0.18861067971918705,0.2654409615772021,0.01,38.32037425041199
9,0.8762528497132087,0.9536316544921309,0.6480866608796296,0.20417487113795246,0.28445709981327827,0.01,38.38485074043274
10,0.8688791530512222,1.0018717174176817,0.6085931848596644,0.15987590585540368,0.2309893307324679,0.01,39.097594022750854
