epoch,train_loss,val_loss,val_pixel_acc,val_miou,val_dice,learning_rate,epoch_time_sec
1,1.9885689347775923,1.9954023396527325,0.5215094672309027,0.1499978593501367,0.22317420181724565,0.0001,40.20353651046753
2,1.696546469219287,1.5336620268998322,0.6628950330946181,0.21536072399240186,0.298811273051918,0.0001,39.389697313308716
3,1.5296105468520942,1.4434614137366966,0.6830312093098958,0.22760325460544006,0.30956378685819697,0.0001,39.66712498664856
4,1.4348701736943552,1.3915021808059127,0.6995580602575231,0.2447485348790747,0.32751650683891537,0.0001,39.61308979988098
5,1.3985004325937178,1.3975119908650717,0.6677163583260995,0.23240093912233614,0.3163587750393851,0.0001,40.045082330703735
6,1.3539127328929945,1.264872995129338,0.715723560474537,0.2540076953719217,0.33650192244360516,0.0001,40.19177842140198
7,1.278199397388837,1.2426444715923732,0.7176615397135416,0.2555044209630516,0.33731748173531406,0.0001,40.21841788291931
8,1.249964065419609,1.2011064935613562,0.7248092086226852,0.26133926921562173,0.3420739156172246,0.0001,40.21411180496216
9,1.1958118429360158,1.1391799697169551,0.7323732729311343,0.25385634046660066,0.33215990196187606,0.0001,40.30384087562561
10,1.164081435280639,1.1084078205956354,0.7332116021050348,0.2632434713733566,0.3444968276610999,0.0001,39.91477656364441
